uname,sex,message,like,uid,location
地表最强连姆尼森,保密,我和我10岁的弟弟一起看的这部电影，看完后我哭了，我弟没哭，我给他两拳他也哭了，我知道，这是他这个年纪应该承受的。,16,172654059,未知
尊敬的宝珠殿下_,保密,今天不舒服 重温这部电影 爱可以穿越一切 我觉得不那么疼了 治愈我的夜晚,8,151358007,未知
AsKyetX,保密,泪目了，爱是穿越所有维度的唯一适量，父爱好伟大，，我去给我爸视频通话了，说实话每次我想重温这部电影时都会犹豫好久要不要看，因为每次我看完后都会有股空虚感而且怀疑人生,8,364383659,未知
红樱guo,保密,"第一次看是高二时，当时晚上全班一起看，虽然没看懂，但是我大受震撼，所以回家后我放原速重新看了两遍，又看了相关解说，总算是懂了
总结:神作",8,62455996,未知
snow_sherry,保密,领会员来看[妙啊],8,351211426,未知
不复杂的杂食动物,女,今天看的IMAX，果然非同凡响，出了影院心还在跳个不停，震撼和感人度都是顶级的,8,2200323,未知
兎子先生的硝子館,保密,40'渐入佳境，80'叹为观止，120'泪流满面，160'恍如隔世…不曾如此贴近浩瀚星空，被它环抱；不曾如此触摸生命之弦，遁入五维梦境…瑕不掩瑜的科幻神作。“爱是一种力量，让我们超越时空感受它的存在。”,8,76813147,未知
dssl5446,女,趁着重映去电影院看完了[doge]真的nb，不过“爱能超越时空”什么的还是有点出戏……[笑哭],8,34123687,未知
荨麻叶,保密,曼恩强行对接爆炸的时候真是吓我一大跳，虽然看过有心理准备,8,266634385,未知
多喝凉白开--,保密,以前没怎么接触科幻看球12觉得很不错了，现在刚看完这个，真的感叹一句神作，电影从各个方面来讲都是无懈可击的。,8,1381051847,辽宁
账号已注销,保密,当时看完这部电影就坚定了 永远不要错过在电影院上映的好电影，和在电脑上看绝对不是一个量级的感受,8,1546055,未知
骨女yyds,保密,之前看过解说，觉得很精彩，一直舍不得看这部电影，现在总算知道那句，羡慕一双没看过星际穿越的眼睛了。一遍不够，太震撼了，以后打卡的时候还能看到我这条评论，时不时踢我兄弟们,8,1399299992,江西
ooo画不圆的圈,保密,什么时候再重映呜呜,8,1055877870,江西
上野神,女,这个世界上有少了一双没看过星际穿越的眼睛,8,11896760,江苏
账号已注销,保密,踩一捧一大可不必，两片子我都很喜欢,8,85418844,江苏
压星河-q,保密,二刷，把之前未曾看懂的全部了然，但是爆哭[大哭][大哭][大哭],8,470182668,山东
萌萌是巧克力味的小可爱,保密,星际穿越才是yyds！！！！,8,303258198,江苏
豆芽汤__,保密,记录一下1/26,8,686239475,浙江
Pale_p,女,没看星际穿越之前我到底在干什么,8,99018233,广东
Beatricw,女,今天才第一次看真的倍感遗憾，自己虽然看过三体，但奈何想象力有限，未能窥探得其中的绝伟，感谢诺兰导演感谢这部片子让我重新思考,8,402757820,云南
飞云真爱粉,保密,真是搞不明白，为什么道尔站在门边不进去呢？是导演不让吗？,8,206156641,未知
果子夹饼子,保密,今天看到新闻，中国科学家已经点亮了把二氧化碳人工合成成淀粉的科技树。我们离星辰大海又跨了一大步[打call],11,2244010,未知
我恨你计算机,男,9.9分硬是被刷下来了,11,384807338,未知
渔村孟,男,昨天补票IMAX了，真的爽，结束后好多人鼓掌，我没好意思[笑哭]出字幕了也没人动，估计都还没缓过神来，等电影院灯亮之后才陆陆续续有人起身[喜极而泣]对了，中间曼恩强行对接那里，我竖着耳朵等有人尖叫，果然等到了[滑稽],11,6188116,未知
-无我剑气-,男,不是，怎么每次看科幻片弹幕就全是物理学家，天体物理学家，好家伙，真就人均爱因斯坦普朗克，[微笑][微笑],11,215156953,未知
艾姬多娜エキドナ,女,刷的次数最多的电影 每次看都有不一样的感受,11,33101900,未知
_La_1,保密,我真的很生气，有谁不给满分的啊？,11,294520707,广东
清不楚不明白,保密,妈的这是人能拍出的电影吗，这诺兰是哪个维度的,11,1626731461,江苏
AK-A3,保密,"2014年 那年在电影院看的，让我对天空产生渴望
2023年 拿到了曼大航空航天的offer 2刷
但无论是9年前知识浅薄的我 还是现在的我
看完后也只能留下一句震撼[怪怪小黄豆_祈祷]",11,402265434,重庆
故笙诉离歌啊,男,一部浪漫的电影，科学的浪漫与抽象的浪漫,11,484661978,湖北
bielaizhaoshi,男,非得为了两部电影时隔几个月再吵一次？,11,687604683,山东
GARYYSQ,保密,星际穿越无论是拍摄水平还是剧情设置亦或是主题深度，我都认为是最好的科幻，源于科幻却又把人类最伟大的情感表现得淋漓尽致，永远的最爱[打call],11,670108842,广东
远方传来の风铃,男,2023年2月15日，零点16分，在我的人生中第一次看完的星际穿越。感谢此影片的震撼观感。,11,119913014,内蒙古
虎头怪,男,流浪地球2只能说是中国科幻片的里程碑，别太神化了[笑哭],11,183379079,四川
黑胡椒Monsieur,男,有一点很不妙，西方的科幻电影说到底还是产自科幻文学，即使不是改编也是取材，我们已经有了不错的制作团队去制造科幻电影，但是剧本太缺乏了，大刘的作品库还有不少宝藏，但是除了大刘呢,11,13719999,广东
独善人,男,以一部这样水平的片子跨过一年也挺不错的！,11,12740720,江西
邢不梦,男,别开弹幕，全是高维生物,11,88095988,湖南
狐白他不白,保密,刚看完，请问现在是多少年[doge],11,139904120,湖南
我爱花花大美女,保密,我很后悔，很后悔，很后悔重映的时候没走进电影院,11,347716447,广东
_青螭,保密,"墨菲·库珀的才智，库珀的勇敢，和汤姆·库珀的坚定，都拯救了人类。
所以那个空间站叫，库珀",11,438431885,新疆
艺术之至,保密,为什么会有人把这片的内容和流浪地球做比较还发在弹幕里，地球本身出了问题你打算把它带到哪去，带出去和太阳1v1吗,11,1817640299,甘肃
simiconve,保密,真正的男主在进黑洞就已经死了，PLAN b的五维人类为了致敬男主才选男主作为救世主执行PLAN a，并且修改时间和女主有一个美好结局。,11,53737981,未知
Gliese五八幺g,男,真是服了弹幕里的某些人了，都认为自己非常懂，站出来瞎说，自己买本这部电影的科普书看看不好吗？什么三脚猫功夫，自己都不知道自己几斤几两，虚荣心廉价。[思考],11,578570407,未知
每天都馋到发狂,女,今天第一次看完这部片子，终于知道为什么第一次看的人反应那么大了，真的不是夸张，真的只有自己看了才知道这部电影有多伟大,10,214730385,陕西
呵呵呵呵喝不得啊,女,现在可以人工合成淀粉了。[doge]不用担心枯萎病了,13,34679836,未知
茜罗揉出碎英繁,保密,恭喜某些人哈，这部电影9.8了，功不可没[微笑],13,11659364,未知
账号已注销,保密,球2的确是国内目前最好的科幻片，但还是不要吹过头了，科幻片的范围很广很广，论技术力和震撼程度可能还比不过15年前的变形金刚…,26,630348616,福建
齐天带圣孙悟空,男,看完了球2，个人心目中星际第一，球2第二,15,8386259,浙江
贺兰墨宇,保密,看完小破球2，看到有评论提到了这部优秀的电影，来欣赏一下。在这部电影评论区拉踩吵架的，有几个把主页改一下再来装球粉吧，带着那么明显的简介也不怕穿帮啊。[无语],35,18798389,浙江
八蛋qqq,保密,"“时间是不可后退的”
这句话让我产生了无边无际的恐惧和压抑
如果我回到过去的某点，就必须面对另一个我，只有杀死过去的我，我才能成为过去某点上独一无二的我，但当我杀死过去某点上的我之后，时间的推进性，又会把我推向失去我的空间，然而我就会不断的在这个时间点回到过去的某点，杀死某点的我，所以我最后陷入了不断杀死自己的循环，最后只有遇到产生改变回到过去的想法的机缘，不再回到过去才能拯救过去的自己，让现在的我在时间上继续往下走，直到我肉体的死亡。所以我的生就注定了我的死。我陷入了无边无际的恐惧，我不能像抓住电梯扶手一样抓住今天，所以我选择在今天留下什么，比如这段话。
                         记录第一次观看《星际穿越》1/2022",10,358892170,未知
龙暖新山民谣中的民谣,女,"居然有很多人质疑诺兰的地位，我来澄清(洗白)一下
首先，就是盗梦空间真的没有抄袭!豆瓣知乎上都有完整的文章来反驳，如果你硬要装看不见也没有办法。红辣椒是感性梦境而盗梦是理性梦境，有诸多相似处在电影当中尤其是题材相似的电影中是非常常见的，红辣椒和八部半还有很多相似的地方呢。诺兰关于这个问题的回答也很得体，不知道很多人所谓的死不承认是从哪来的。而今敏所说的“借鉴还不承认”的是达伦阿诺夫斯基，不然时间都对不上好吗
其次，就是只受观众喜爱，不受影评人待见。这更是大错特错了，记忆碎片和黑暗骑士都被影评人选为21世纪百佳电影了，在汇总式榜单tspdt上，也都进入前一千，而且升值空间也很大。记忆碎片被认为是挑战叙事手法的天才作品，还探讨了记忆对于人行为的影响，黑暗骑士就更不用说了，对于人性的挖掘无比深刻
最后就是星际穿越有科学漏洞。这点我承认，但是哪部科幻作品没有漏洞？2001太空漫游还是飞向太空？戈达尔的阿尔法城里还把光年搞成时间单位了……如果真的要说科学性，星际穿越还是最严谨的那一群，有物理学家背书的。很多人抓住这点就猛黑(大部分都是“美国电影给爷死""""流浪地球yyds""党的)，可以闭嘴了，OK👌
最后的最后，祝诺兰奥本海默新作成功!",10,1314525524,未知
Fl0s_,男,似乎懂了什么，看时间悖论应该是plan b的人类先成功了，然后通过引力对时间进行交互，给plan的制定者虫洞索引，然后几位两个plan都实施成功，plan b就此成为一个事件循环，plan b又帮助plan a进行传输，到最后男主去了plan b的地点，得出结论未来的自己知道会发生，所以引导，救下了当年的自己,10,298740459,未知
不言弃的斌子,男,这部电影对其他电影是降维打击。,10,452269946,未知
醉楓染陌,男,看个科幻电影一堆自以为是的科普怪，了解一点散装知识自认为可以推翻电影的科学理论,10,260674917,未知
明明都是我先来的,女,弹幕里刷“人类的赞歌就是勇气的赞歌”那位你真的很烦人，jo小鬼能不能学学看场合，好好的兴致被你败了[2233娘_无言],10,8021678,未知
